layer,Cota,Cota_MDE_R,Dif_MDE_Ra,UnidadPaisaje
Puntos IGN,7.1,6.26546,-0.835,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.1,6.2023,-0.898,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.6,6.21119,-1.389,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,8,6.22759,-1.772,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.4,6.5123,-0.888,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.7,6.74971,-0.95,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,8.5,6.72969,-1.77,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,7.6,6.67395,-0.926,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,8.3,6.61473,-1.685,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.8,6.33437,0.534,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,9.6,5.38551,-4.214,Humedales de albardones y derrames del Parana
Puntos IGN,7.4,6.02527,-1.375,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.7,6.47229,-1.228,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.8,6.13768,-1.662,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,8.1,5.64458,-2.455,Humedales de albardones y derrames del Parana
Puntos IGN,7.6,6.73418,-0.866,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.6,6.73399,-0.866,Humedales de albardones y derrames del Parana
Puntos IGN,7.7,6.49517,-1.205,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,6.8,7.11807,0.318,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,8.4,6.60297,-1.797,Humedales de albardones y derrames del Parana
Puntos IGN,9.2,6.68147,-2.519,Humedales de albardones y derrames del Parana
Puntos IGN,9,7.47655,-1.523,Humedales de albardones y derrames del Parana
Puntos IGN,9.3,7.26737,-2.033,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,8.9,7.27231,-1.628,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.6,6.92187,-0.678,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.9,6.71694,-1.183,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.4,5.79163,-1.608,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.7,6.4296,-1.27,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.4,6.7661,-0.634,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,7.2,7.26494,0.065,Humedales de los derrames y espiras de antiguos cauces del Parana hacia Victoria
Puntos IGN,6.8,5.14801,-1.652,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.8,4.7322,-3.068,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.7,5.01258,-2.687,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.9,4.60166,-3.298,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.2,4.57817,-1.622,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.36372,-2.536,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.42474,-2.475,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,7.4,4.47473,-2.925,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.9,4.33329,-2.567,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6.8,4.27118,-2.529,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,4.08413,-0.216,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.6,4.5262,-1.074,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.76858,-0.631,Humedales de Crestas de Playa
Puntos IGN,4.5,4.81818,0.318,Humedales de Crestas de Playa
Puntos IGN,4,4.03816,0.038,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.6,4.18733,-0.413,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.6,4.10481,0.505,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.5,4.06798,-0.432,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.7,4.79234,0.092,Humedales de las grandes lagunas de Victoria
Puntos IGN,3.7,5.24457,1.545,Humedales de las grandes lagunas de Victoria
Puntos IGN,5.6,4.95934,-0.641,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.7,5.07572,-0.624,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.9,5.04757,-0.852,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.3,5.0475,-0.252,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.5,4.99972,-0.5,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,6.2,5.06063,-1.139,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.8,4.94559,-0.854,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,6,4.78841,-1.212,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.8,4.90891,-0.891,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.41848,-0.982,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.3,4.51406,-0.786,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.5,4.14723,-1.353,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.6,4.07374,-1.526,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.2,4.92736,-0.273,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.5,4.23296,-1.267,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.62697,-0.773,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.8,4.70397,-0.096,Humedales de Crestas de Playa
Puntos IGN,4.5,3.68357,-0.816,Humedales de Crestas de Playa
Puntos IGN,4.6,4.59481,-0.005,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.4,4.50373,0.104,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.5,4.33397,-0.166,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5.3,4.65032,-0.65,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,5,4.73036,-0.27,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.7,4.93285,0.233,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.9,4.52899,-0.371,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.6,4.56874,-0.031,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.8,4.48344,-0.317,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.5,4.43448,-0.066,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.35,4.37053,-0.979,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.7,4.37286,-0.327,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.9,3.73808,-1.162,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,5,4.02835,-0.972,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.5,4.16614,-0.334,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.7,3.47589,-1.224,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.2,3.87973,-0.32,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.53789,-0.862,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.66868,-0.431,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.56697,-0.533,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,3.71573,-1.684,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,3.60724,-0.393,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,4.26787,-0.032,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.6,3.70579,-0.894,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.89371,-0.506,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.6,4.09027,0.49,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.7,3.70415,-0.996,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.4,4.57361,-0.826,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.1,4.79569,0.696,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.9,4.53318,-0.367,Humedales de Crestas de Playa
Puntos IGN,4.7,4.39746,-0.303,Humedales de Crestas de Playa
Puntos IGN,4.5,4.81436,0.314,Humedales de Crestas de Playa
Puntos IGN,6.9,4.83196,-2.068,Humedales de Crestas de Playa
Puntos IGN,7.7,4.86206,-2.838,Humedales de Crestas de Playa
Puntos IGN,4.4,4.76423,0.364,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.3,4.95954,-0.34,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.4,4.55985,0.16,Humedales de las grandes lagunas de Victoria
Puntos IGN,7.2,5.15439,-2.046,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,4.3,4.57036,0.27,Humedales de las grandes lagunas de Victoria
Puntos IGN,5.2,5.17827,-0.022,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.5,5.18663,-0.313,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,6.5,5.19495,-1.305,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.6,5.11316,-0.487,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,5.1,6.71277,1.613,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.4,2.86781,-0.532,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.5,2.80216,-0.698,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.4,2.83705,-0.563,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.9,3.15448,-0.746,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.5,3.16226,-0.338,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,4.4,3.35316,-1.047,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4,3.26743,-0.733,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.7,3.2152,-0.485,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.8,3.11252,-0.687,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,5.1,3.26974,-1.83,Humedales de Crestas de Playa
Puntos IGN,3.7,3.0802,-0.62,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,3.6,3.29409,-0.306,Humedales de Crestas de Playa
Puntos IGN,3.5,3.36535,-0.135,Humedales de Crestas de Playa
Puntos IGN,2.9,3.48954,0.59,Humedales de Crestas de Playa
Puntos IGN,3.1,3.46938,0.369,Humedales de Crestas de Playa
Puntos IGN,3.4,2.81649,-0.584,Humedales de Crestas de Playa
Puntos IGN,3.5,2.86619,-0.634,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.3,2.89413,-0.406,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.7,2.81417,-0.886,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,3.9,2.86968,-1.03,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4.4,2.76462,-1.635,Humedales de fajas de espiras del Parana y sus distributarios
Puntos IGN,4,2.83493,-1.165,Humedales de Crestas de Playa
Puntos IGN,3.3,2.75841,-0.542,Humedales de Crestas de Playa
Puntos IGN,3.2,2.78688,-0.413,Humedales de Crestas de Playa
Puntos IGN,3.2,2.75437,-0.446,Humedales de Crestas de Playa
Puntos IGN,2.7,2.8366,0.137,Humedales de Crestas de Playa
Puntos IGN,4.2,3.21079,-0.989,Humedales de Crestas de Playa
Puntos IGN,2.9,3.23555,0.336,Humedales de Crestas de Playa
Puntos IGN,2.8,2.93948,0.139,Humedales de los lobulos deltaicos del Holoceno Medio_Lechiguanas
Puntos IGN,2.9,3.14153,0.242,Humedales de Crestas de Playa
Puntos IGN,3.8,3.18361,-0.616,Humedales de Crestas de Playa
Puntos IGN,3.7,3.19929,-0.501,Humedales de Crestas de Playa
Puntos IGN,3.9,3.01625,-0.884,Humedales de Crestas de Playa
Puntos IGN,3.9,2.98443,-0.916,Humedales de Crestas de Playa
Puntos IGN,3,2.93465,-0.065,Humedales de Crestas de Playa
Puntos IGN,3,3.071,0.071,Humedales de Crestas de Playa
Puntos IGN,3.3,3.31678,0.017,Humedales de Crestas de Playa
Puntos IGN,3.1,3.3544,0.254,Humedales de Crestas de Playa
Puntos IGN,3.2,3.28213,0.082,Humedales de Crestas de Playa
Puntos IGN,3.1,3.26283,0.163,Humedales de Crestas de Playa
Puntos IGN,3,3.35461,0.355,Humedales de Crestas de Playa
Puntos IGN,3,3.4031,0.403,Humedales de Crestas de Playa
Puntos IGN,3.2,3.26538,0.065,Humedales de Crestas de Playa
Puntos IGN,2.9,3.36376,0.464,Humedales de Crestas de Playa
Puntos IGN,3.2,3.26337,0.063,Humedales de Crestas de Playa
Puntos IGN,2.9,3.34094,0.441,Humedales de Crestas de Playa
Puntos IGN,3.1,3.38056,0.281,Humedales de Crestas de Playa
Puntos IGN,2.9,3.40991,0.51,Humedales de Crestas de Playa
Puntos IGN,3.2,3.46003,0.26,Humedales de Crestas de Playa
Puntos IGN,3,2.83722,-0.163,Humedales de Crestas de Playa
Puntos IGN,3,2.69758,-0.302,Humedales de Crestas de Playa
Puntos IGN,3,2.74328,-0.257,Humedales de Crestas de Playa
Puntos IGN,3,2.9884,-0.012,Humedales de Crestas de Playa
Puntos IGN,3.2,3.00718,-0.193,Humedales de Crestas de Playa
Puntos IGN,3.1,2.833,-0.267,Humedales de Crestas de Playa
Puntos IGN,3,2.73663,-0.263,Humedales de Crestas de Playa
Puntos IGN,3.3,2.79221,-0.508,Humedales de Crestas de Playa
Puntos IGN,3.2,2.99841,-0.202,Humedales de Crestas de Playa
Puntos IGN,2.7,2.97355,0.274,Humedales de Crestas de Playa
Puntos IGN,3.6,3.50374,-0.096,Humedales de Crestas de Playa
Puntos IGN,3.6,3.525,-0.075,Humedales de Crestas de Playa
Puntos IGN,4.3,3.39835,-0.902,Humedales de Crestas de Playa
Puntos IGN,3.4,3.20407,-0.196,Humedales de Crestas de Playa
Puntos IGN,3.3,3.75693,0.457,Humedales de Crestas de Playa
Puntos IGN,3.2,3.49698,0.297,Humedales de Crestas de Playa
Puntos IGN,3.4,3.59233,0.192,Humedales de Crestas de Playa
Puntos IGN,4.4,3.47009,-0.93,Humedales de Crestas de Playa
Puntos IGN,6.1,3.74377,-2.356,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
Puntos IGN,3.3,3.85679,0.557,Humedales de Crestas de Playa
Puntos IGN,4.3,3.63301,-0.667,Humedales de Crestas de Playa
Puntos IGN,3,3.84251,0.843,Humedales de Crestas de Playa
Puntos IGN,3.9,4.33737,0.437,Humedales de Crestas de Playa
Puntos IGN,3.4,3.45258,0.053,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.1,3.33487,-0.765,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.35693,-1.043,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.3,3.60875,-0.691,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,4.4,3.66412,-0.736,Humedales de Crestas de Playa
Puntos IGN,4,3.65244,-0.348,Humedales de Crestas de Playa
Puntos IGN,4.13,3.61793,-0.512,Humedales de Crestas de Playa
Puntos IGN,3.9,3.55792,-0.342,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.5,4.09512,0.595,Humedales de Crestas de Playa
Puntos IGN,4.4,3.40713,-0.993,Humedales de los lobulos deltaicos del Holoceno Medio_Victoria
Puntos IGN,3.4,3.62449,0.224,Humedales de Crestas de Playa
Puntos IGN,4.5,3.61703,-0.883,Humedales de Crestas de Playa
Puntos IGN,3.3,3.59788,0.298,Humedales de Crestas de Playa
Puntos IGN,3.2,3.55968,0.36,Humedales de Crestas de Playa
Puntos IGN,4.2,3.80288,-0.397,Humedales de Crestas de Playa
Puntos IGN,3.9,4.24309,0.343,Humedales de Crestas de Playa
Puntos IGN,4,4.41851,0.419,Humedales de Crestas de Playa
Puntos IGN,4,4.25203,0.252,Humedales de Crestas de Playa
Puntos IGN,4.2,4.55957,0.36,Humedales de Crestas de Playa
Puntos IGN,5.3,5.07093,-0.229,Humedales de las grandes lagunas de Victoria
Puntos IGN,3.8,3.83151,0.032,Humedales de Crestas de Playa
Puntos IGN,4.9,3.91499,-0.985,Humedales de Crestas de Playa
Puntos IGN,3.9,4.021,0.121,Humedales de Crestas de Playa
Puntos IGN,4,4.37693,0.377,Humedales de Crestas de Playa
Puntos IGN,7.4,4.95139,-2.449,Humedales de las grandes lagunas de Victoria
Puntos IGN,6.8,4.90455,-1.895,Humedales de Crestas de Playa
Puntos IGN,6.4,4.95792,-1.442,Humedales de las grandes lagunas de Victoria
Puntos IGN,6.5,4.87318,-1.627,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.8,4.80528,0.005,Humedales de Crestas de Playa
Puntos IGN,6.7,4.89014,-1.81,Humedales de Crestas de Playa
Puntos IGN,4.1,4.88252,0.783,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.9,5.04629,0.146,Humedales de las grandes lagunas de Victoria
Puntos IGN,5.9,4.99378,-0.906,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.8,5.57147,0.771,Humedales de las grandes lagunas de Victoria
Puntos IGN,4.6,5.13269,0.533,Humedales de Crestas de Playa
Puntos IGN,4.8,5.39556,0.596,Humedales de las grandes lagunas de Victoria
Puntos IGN,3.1,3.50484,0.405,Humedales de Crestas de Playa
Puntos IGN,3.5,3.5273,0.027,Humedales de Crestas de Playa
Puntos IGN,3.4,3.54725,0.147,Humedales de Crestas de Playa
Puntos IGN,3.7,3.86039,0.16,Humedales de Crestas de Playa
Puntos IGN,3.8,3.94892,0.149,Humedales de Crestas de Playa
Puntos IGN,3.7,3.77848,0.078,Humedales de Crestas de Playa
Puntos IGN,3.9,3.9775,0.078,Humedales de Crestas de Playa
Puntos IGN,4,4.21808,0.218,Humedales de Crestas de Playa
Puntos IGN,3.6,3.94098,0.341,Humedales de Crestas de Playa
Puntos IGN,3.5,3.53967,0.04,Humedales de Crestas de Playa
Puntos IGN,3.4,3.51005,0.11,Humedales de Crestas de Playa
Puntos IGN,3.9,3.7234,-0.177,Humedales de Crestas de Playa
Puntos IGN,3.9,3.93817,0.038,Humedales de Crestas de Playa
Puntos IGN,4.4,4.5491,0.149,Humedales de Crestas de Playa
Puntos IGN,3.7,4.21883,0.519,Humedales de Crestas de Playa
Puntos IGN,4.3,4.71424,0.414,Humedales de Crestas de Playa
Puntos IGN,5.5,4.68132,-0.819,Humedales de Crestas de Playa
Puntos IGN,3.7,4.1806,0.481,Humedales de Crestas de Playa
Puntos IGN,4.9,5.19031,0.29,Humedales de Crestas de Playa
Puntos IGN,4.5,4.96825,0.468,Humedales de Crestas de Playa
Puntos IGN,5.8,5.70739,-0.093,Humedales de Crestas de Playa
Puntos IGN,4.9,5.15964,0.26,Humedales de Crestas de Playa
Puntos IGN,5.3,5.72106,0.421,Humedales de Crestas de Playa
Puntos IGN,5.5,5.58125,0.081,Humedales de Crestas de Playa
Puntos IGN,3.8,3.99648,0.196,Humedales de Crestas de Playa
Puntos IGN,3.8,4.51439,0.714,Humedales de Crestas de Playa
Puntos IGN,4.2,4.89632,0.696,Humedales de Crestas de Playa
Puntos IGN,5.7,5.70057,0.001,Humedales de Crestas de Playa
Puntos IGN,4.2,4.83265,0.633,Humedales de Crestas de Playa
Puntos IGN,4.4,4.76411,0.364,Humedales de antiguos relieves de los rios entrerrianos en su desembocadura
